item_id,title,description,url,brand,seller_name,image_url,price,availability,group_id,listing_has_variations,condition,product_category,material,color,size,gender,age_group,sale_price,additional_image_urls,is_ads_eligible
411_45,Duża skórzana torebka shopper Leather Country,"Duża skórzana torebka shopper Leather Country z miękkiej skóry naturalnej. Odpinana kopertówka, 3 kolory.",https://www.italy-shop.eu/Duza-skorzana-torebka-shopper-Leather-Country-p411,Leather Country,Italy Shop — włoskie buty i akcesoria,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6826%5D_1200.jpg,550.00 PLN,in_stock,411,true,new,Torebki,Skóra gładka,Czarny,,female,adult,,"https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6812%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6823%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6814%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6816%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6824%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6825%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6815%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6829%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6826%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6827%5D_1200.jpg",true
411_52,Duża skórzana torebka shopper Leather Country,"Duża skórzana torebka shopper Leather Country z miękkiej skóry naturalnej. Odpinana kopertówka, 3 kolory.",https://www.italy-shop.eu/Duza-skorzana-torebka-shopper-Leather-Country-p411,Leather Country,Italy Shop — włoskie buty i akcesoria,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6812%5D_1200.jpg,550.00 PLN,in_stock,411,true,new,Torebki,Skóra gładka,Brązowy,,female,adult,,"https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6812%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6823%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6814%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6816%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6824%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6825%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6815%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6829%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6826%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6827%5D_1200.jpg",true
411_56,Duża skórzana torebka shopper Leather Country,"Duża skórzana torebka shopper Leather Country z miękkiej skóry naturalnej. Odpinana kopertówka, 3 kolory.",https://www.italy-shop.eu/Duza-skorzana-torebka-shopper-Leather-Country-p411,Leather Country,Italy Shop — włoskie buty i akcesoria,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6826%5D_1200.jpg,550.00 PLN,in_stock,411,true,new,Torebki,Skóra gładka,Bordowy,,female,adult,,"https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6812%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6823%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6814%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6816%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6824%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6825%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6815%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6829%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6826%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6827%5D_1200.jpg",true
411_68,Duża skórzana torebka shopper Leather Country,"Duża skórzana torebka shopper Leather Country z miękkiej skóry naturalnej. Odpinana kopertówka, 3 kolory.",https://www.italy-shop.eu/Duza-skorzana-torebka-shopper-Leather-Country-p411,Leather Country,Italy Shop — włoskie buty i akcesoria,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6829%5D_1200.jpg,550.00 PLN,in_stock,411,true,new,Torebki,Skóra gładka,Oliwkowy,,female,adult,,"https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6812%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6823%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6814%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6816%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6824%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6825%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6815%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6829%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6826%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6827%5D_1200.jpg",true
411_72,Duża skórzana torebka shopper Leather Country,"Duża skórzana torebka shopper Leather Country z miękkiej skóry naturalnej. Odpinana kopertówka, 3 kolory.",https://www.italy-shop.eu/Duza-skorzana-torebka-shopper-Leather-Country-p411,Leather Country,Italy Shop — włoskie buty i akcesoria,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6814%5D_1200.jpg,550.00 PLN,in_stock,411,true,new,Torebki,Skóra gładka,Taupe,,female,adult,,"https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6812%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6823%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6814%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6816%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6824%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6825%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6815%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6829%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6826%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Duza-skorzana-torebka-shopper-Leather-Country_%5B6827%5D_1200.jpg",true
392_56_40,Lakierowane czółenka Spaziomoda — bordowe,"Czółenka Spaziomoda z bordowej lakierowanej skóry. Ostry szpic, szpilka 10 cm, wnętrze skórzane.",https://www.italy-shop.eu/Lakierowane-czolenka-Spaziomoda-bordowe-p392,Spaziomoda,Italy Shop — włoskie buty i akcesoria,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-bordowe_%5B6674%5D_1200.jpg,980.00 PLN,in_stock,392,true,new,Obuwie,Skóra lakierowana,Bordowy,36,female,adult,,"https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-bordowe_%5B6661%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-bordowe_%5B6662%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-bordowe_%5B6663%5D_1200.jpg",true
392_56_41,Lakierowane czółenka Spaziomoda — bordowe,"Czółenka Spaziomoda z bordowej lakierowanej skóry. Ostry szpic, szpilka 10 cm, wnętrze skórzane.",https://www.italy-shop.eu/Lakierowane-czolenka-Spaziomoda-bordowe-p392,Spaziomoda,Italy Shop — włoskie buty i akcesoria,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-bordowe_%5B6674%5D_1200.jpg,980.00 PLN,in_stock,392,true,new,Obuwie,Skóra lakierowana,Bordowy,37,female,adult,,"https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-bordowe_%5B6661%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-bordowe_%5B6662%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-bordowe_%5B6663%5D_1200.jpg",true
392_56_42,Lakierowane czółenka Spaziomoda — bordowe,"Czółenka Spaziomoda z bordowej lakierowanej skóry. Ostry szpic, szpilka 10 cm, wnętrze skórzane.",https://www.italy-shop.eu/Lakierowane-czolenka-Spaziomoda-bordowe-p392,Spaziomoda,Italy Shop — włoskie buty i akcesoria,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-bordowe_%5B6674%5D_1200.jpg,980.00 PLN,in_stock,392,true,new,Obuwie,Skóra lakierowana,Bordowy,38,female,adult,,"https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-bordowe_%5B6661%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-bordowe_%5B6662%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-bordowe_%5B6663%5D_1200.jpg",true
392_56_43,Lakierowane czółenka Spaziomoda — bordowe,"Czółenka Spaziomoda z bordowej lakierowanej skóry. Ostry szpic, szpilka 10 cm, wnętrze skórzane.",https://www.italy-shop.eu/Lakierowane-czolenka-Spaziomoda-bordowe-p392,Spaziomoda,Italy Shop — włoskie buty i akcesoria,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-bordowe_%5B6674%5D_1200.jpg,980.00 PLN,in_stock,392,true,new,Obuwie,Skóra lakierowana,Bordowy,39,female,adult,,"https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-bordowe_%5B6661%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-bordowe_%5B6662%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-bordowe_%5B6663%5D_1200.jpg",true
392_56_44,Lakierowane czółenka Spaziomoda — bordowe,"Czółenka Spaziomoda z bordowej lakierowanej skóry. Ostry szpic, szpilka 10 cm, wnętrze skórzane.",https://www.italy-shop.eu/Lakierowane-czolenka-Spaziomoda-bordowe-p392,Spaziomoda,Italy Shop — włoskie buty i akcesoria,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-bordowe_%5B6674%5D_1200.jpg,980.00 PLN,in_stock,392,true,new,Obuwie,Skóra lakierowana,Bordowy,40,female,adult,,"https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-bordowe_%5B6661%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-bordowe_%5B6662%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-bordowe_%5B6663%5D_1200.jpg",true
391_45_40,Lakierowane czółenka Spaziomoda — czarne,"Czółenka Spaziomoda z czarnej lakierowanej skóry. Ostry szpic, szpilka 10 cm, wnętrze skórzane.",https://www.italy-shop.eu/Lakierowane-czolenka-Spaziomoda-czarne-p391,Spaziomoda,Italy Shop — włoskie buty i akcesoria,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-czarne_%5B6659%5D_1200.jpg,980.00 PLN,in_stock,391,true,new,Obuwie,Skóra lakierowana,Czarny,36,female,adult,,"https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-czarne_%5B6658%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-czarne_%5B6660%5D_1200.jpg",true
391_45_41,Lakierowane czółenka Spaziomoda — czarne,"Czółenka Spaziomoda z czarnej lakierowanej skóry. Ostry szpic, szpilka 10 cm, wnętrze skórzane.",https://www.italy-shop.eu/Lakierowane-czolenka-Spaziomoda-czarne-p391,Spaziomoda,Italy Shop — włoskie buty i akcesoria,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-czarne_%5B6659%5D_1200.jpg,980.00 PLN,in_stock,391,true,new,Obuwie,Skóra lakierowana,Czarny,37,female,adult,,"https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-czarne_%5B6658%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-czarne_%5B6660%5D_1200.jpg",true
391_45_42,Lakierowane czółenka Spaziomoda — czarne,"Czółenka Spaziomoda z czarnej lakierowanej skóry. Ostry szpic, szpilka 10 cm, wnętrze skórzane.",https://www.italy-shop.eu/Lakierowane-czolenka-Spaziomoda-czarne-p391,Spaziomoda,Italy Shop — włoskie buty i akcesoria,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-czarne_%5B6659%5D_1200.jpg,980.00 PLN,in_stock,391,true,new,Obuwie,Skóra lakierowana,Czarny,38,female,adult,,"https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-czarne_%5B6658%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-czarne_%5B6660%5D_1200.jpg",true
391_45_43,Lakierowane czółenka Spaziomoda — czarne,"Czółenka Spaziomoda z czarnej lakierowanej skóry. Ostry szpic, szpilka 10 cm, wnętrze skórzane.",https://www.italy-shop.eu/Lakierowane-czolenka-Spaziomoda-czarne-p391,Spaziomoda,Italy Shop — włoskie buty i akcesoria,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-czarne_%5B6659%5D_1200.jpg,980.00 PLN,in_stock,391,true,new,Obuwie,Skóra lakierowana,Czarny,39,female,adult,,"https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-czarne_%5B6658%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-czarne_%5B6660%5D_1200.jpg",true
391_45_44,Lakierowane czółenka Spaziomoda — czarne,"Czółenka Spaziomoda z czarnej lakierowanej skóry. Ostry szpic, szpilka 10 cm, wnętrze skórzane.",https://www.italy-shop.eu/Lakierowane-czolenka-Spaziomoda-czarne-p391,Spaziomoda,Italy Shop — włoskie buty i akcesoria,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-czarne_%5B6659%5D_1200.jpg,980.00 PLN,in_stock,391,true,new,Obuwie,Skóra lakierowana,Czarny,40,female,adult,,"https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-czarne_%5B6658%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-czarne_%5B6660%5D_1200.jpg",true
393_72_40,Lakierowane czółenka Spaziomoda — taupe,"Czółenka Spaziomoda z lakierowanej skóry. Ostry szpic, szpilka 10 cm, wnętrze skórzane.",https://www.italy-shop.eu/Lakierowane-czolenka-Spaziomoda-szare-p393,Spaziomoda,Italy Shop — włoskie buty i akcesoria,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6667%5D_1200.jpg,980.00 PLN,in_stock,393,true,new,Obuwie,Skóra lakierowana,Taupe,36,female,adult,,"https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6665%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6664%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6667%5D_1200.jpg",true
393_72_41,Lakierowane czółenka Spaziomoda — taupe,"Czółenka Spaziomoda z lakierowanej skóry. Ostry szpic, szpilka 10 cm, wnętrze skórzane.",https://www.italy-shop.eu/Lakierowane-czolenka-Spaziomoda-szare-p393,Spaziomoda,Italy Shop — włoskie buty i akcesoria,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6667%5D_1200.jpg,980.00 PLN,in_stock,393,true,new,Obuwie,Skóra lakierowana,Taupe,37,female,adult,,"https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6665%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6664%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6667%5D_1200.jpg",true
